RowNumber,CustomerId,Balance
2293,15779064,0
2294,15801265,57784.22
2295,15589204,131765.72
2296,15664543,0
2297,15582714,110022.74
2298,15797595,131569.63
2299,15614034,164523.5
2300,15763171,114330.95
2301,15647266,135923.16
2302,15757577,0
2303,15736656,0
2304,15635078,124693.48
2305,15680141,147936.42
2306,15576945,0
2307,15602034,126558.92
2308,15732020,106938.11
2309,15611029,140002.35
2310,15621210,123444.72
2311,15569222,147107.91
2312,15664639,128514.84
2313,15724223,0
2314,15644621,106756.01
2315,15756056,0
2316,15700353,0
2317,15624388,155393.32
2318,15627212,110414.48
2319,15648005,0
2320,15681446,157098.52
2321,15775888,85626.6
2322,15749019,93796.42
2323,15709928,0
2324,15784676,125268.03
2325,15748116,148143.84
2326,15612193,115545.33
2327,15762984,0
2328,15613713,44928.88
2329,15664204,0
2330,15639415,162442.35
2331,15806332,0
2332,15614929,96213.82
2333,15695492,156569.43
2334,15635972,0
2335,15616380,0
2336,15581440,110463.25
2337,15654390,154575.76
2338,15660688,0
2339,15806307,0
2340,15647975,147037.32
2341,15595728,119276.31
2342,15735388,108664.85
2343,15788535,0
2344,15765902,163034.82
2345,15642345,93059.34
2346,15641250,179581.31
2347,15706163,113625.93
2348,15746708,119961.48
2349,15775203,129209.48
2350,15787907,137227.04
2351,15646764,119024.75
2352,15678284,74623.5
2353,15726791,157929.45
2354,15813144,92606.86
2355,15669342,127862.93
2356,15710366,0
2357,15614934,142711.81
2358,15588701,0
2359,15665438,163159.85
2360,15644896,108586.86
2361,15670205,110624.99
2362,15635776,154846.24
2363,15791053,122917.71
2364,15644005,0
2365,15796343,82787.93
2366,15751057,102500.34
2367,15623430,0
2368,15682600,159492.79
2369,15769312,0
2370,15708212,118241.02
2371,15650258,113090.4
2372,15604345,65763.57
2373,15578297,125537.38
2374,15671789,94263.91
2375,15726186,133434.57
2376,15764618,0
2377,15730738,0
2378,15637650,94748.76
2379,15606267,98640.74
2380,15625904,74681.9
2381,15654463,0
2382,15774151,179915.85
2383,15693259,128207.23
2384,15642468,132739.26
2385,15758531,0
2386,15728352,120509.81
2387,15637240,124547.13
2388,15595588,0
2389,15778395,88815.56
2390,15711825,82231.51
2391,15599251,184715.86
2392,15570004,0
2393,15656912,0
2394,15657342,147972.19
2395,15716284,0
2396,15672374,170008.84
2397,15732476,0
2398,15747724,0
2399,15633877,95386.82
2400,15672516,90373.28
2401,15607827,133467.77
2402,15751336,0
2403,15646539,96288.26
2404,15756901,91547.84
2405,15809286,138292.64
2406,15759021,0
2407,15725039,71667.74
2408,15579130,118994.84
2409,15754112,0
2410,15735522,145610.07
2411,15613326,138162.81
2412,15739502,135020.21
2413,15670914,0
2414,15604073,135161.67
2415,15806027,0
2416,15574886,94486.47
2417,15707120,117640.39
2418,15800845,111379.55
2419,15603914,0
2420,15722765,136820.99
2421,15783305,98752.51
2422,15574842,158266.42
2423,15607837,105599.67
2424,15714877,0
2425,15782941,0
2426,15630167,139723.9
2427,15759038,141806.46
2428,15661821,132571.67
2429,15728006,180516.9
2430,15712176,0
2431,15689351,92805.72
2432,15782247,0
2433,15769064,135309.36
2434,15718153,128917.84
2435,15613189,56580.93
2436,15661734,131390.75
2437,15592645,0
2438,15768387,0
2439,15792525,97361.66
2440,15586976,0
2441,15790659,0
2442,15691446,0
2443,15772632,0
2444,15706587,0
2445,15572461,102714.65
2446,15654409,67816.72
2447,15568025,81710.46
2448,15715769,75237.54
2449,15667458,124023.18
2450,15567980,100727.5
2451,15679294,107238.85
2452,15606507,0
2453,15578825,139994.66
2454,15619935,126224.87
2455,15636089,145751.03
2456,15727490,0
2457,15591766,121166.89
2458,15641629,0
2459,15813303,0
2460,15756920,70655.48
2461,15726403,129901.21
2462,15592765,125470.81
2463,15704442,169406.33
2464,15641136,0
2465,15725818,107041.3
2466,15612071,95153.77
2467,15719809,145166.09
2468,15716518,0
2469,15742210,65962.63
2470,15630617,140418.81
2471,15720838,139799.63
2472,15595537,171787.84
2473,15623196,149238.97
2474,15679249,163146.46
2475,15693199,0
2476,15661219,0
2477,15617136,61482.47
2478,15760294,145150.28
2479,15652808,126670.37
2480,15657139,84390.8
2481,15803790,89728.86
2482,15764105,0
2483,15672610,118628.8
2484,15766896,0
2485,15587735,96863.13
2486,15659501,142263.45
2487,15745001,0
2488,15651140,0
2489,15571148,0
2490,15776824,122724.37
2491,15633141,174902.26
2492,15764174,0
2493,15778155,108914.17
2494,15715920,98052.66
2495,15671917,123873.19
2496,15666548,111920.13
2497,15625623,0
2498,15748123,0
2499,15648735,0
2500,15634974,75150.34
2501,15713378,0
2502,15753370,114753.76
2503,15782659,0
2504,15583364,111871.93
2505,15625942,0
2506,15720284,135927.06
2507,15679642,0
2508,15628007,0
2509,15661974,57037.74
2510,15689341,0
2511,15607993,79468.96
2512,15693267,121063.85
2513,15769522,118537.47
2514,15755825,0
2515,15598175,105082.07
2516,15744327,0
2517,15798666,0
2518,15577064,104702.65
2519,15759436,95813.76
2520,15690231,167026.61
2521,15751561,102453.26
2522,15739068,148045.45
2523,15758056,0
2524,15742269,0
2525,15726490,0
2526,15738411,104498.79
2527,15727919,0
2528,15709396,0
2529,15654106,149542.52
2530,15621653,87946.39
2531,15598086,68639.57
2532,15752300,148826.32
2533,15658693,0
2534,15631838,108166.09
2535,15803804,103214.71
2536,15578809,134760.21
2537,15752026,0
2538,15723706,90124.64
2539,15752838,0
2540,15569571,87361.02
2541,15769703,111257.59
2542,15679770,131583.59
2543,15791102,95020.8
2544,15655192,0
2545,15709487,80242.37
2546,15687130,0
2547,15755178,0
2548,15634772,122661.39
2549,15617197,0
2550,15631240,0
2551,15784301,0
2552,15631310,0
2553,15756560,81742.84
2554,15732270,0
2555,15739357,145127.85
2556,15771540,148912.44
2557,15567486,0
2558,15714634,89900.24
2559,15727021,119027.28
2560,15650670,105222.86
2561,15711834,0
2562,15729763,116114.93
2563,15646566,187911.55
2564,15645463,0
2565,15672144,144432.04
2566,15596088,77065.9
2567,15614878,180520.29
2568,15635240,0
2569,15775905,130024.87
2570,15700657,110086.69
2571,15611905,174853.46
2572,15652527,108724.98
2573,15785865,91285.13
2574,15645942,0
2575,15688691,110610.41
2576,15592736,102994.04
2577,15673529,59893.85
2578,15724145,149318.55
2579,15704629,116409.55
2580,15597896,127760.07
2581,15731790,132591.36
2582,15634719,0
2583,15703205,113402.14
2584,15567333,0
2585,15754537,0
2586,15612030,0
2587,15573242,136953.47
2588,15601892,0
2589,15663885,0
2590,15701096,123863.64
2591,15710450,120811.89
2592,15790846,148430.55
2593,15658956,47869.69
2594,15755223,150926.99
2595,15787318,103163.35
2596,15737310,130206.28
2597,15763665,136674.51
2598,15668818,200322.45
2599,15765812,0
2600,15704844,80927.56
2601,15744582,0
2602,15616700,0
2603,15683521,142574.71
2604,15583049,160426.07
2605,15643752,116160.23
2606,15620398,98683.47
2607,15715707,118829.03
2608,15814209,118870.92
2609,15733768,0
2610,15755242,0
2611,15729412,107192.38
2612,15746564,108010.78
2613,15588446,0
2614,15665221,129837.72
2615,15640846,106458.31
2616,15700209,97009.15
2617,15658360,122929.42
2618,15602735,152296.83
2619,15724834,0
2620,15800062,0
2621,15685300,128993.76
2622,15760102,0
2623,15787026,185267.45
2624,15653696,0
2625,15788946,116805.82
2626,15600724,129750.68
2627,15574324,129177.01
2628,15707144,82506.72
2629,15775891,107247.69
2630,15711789,0
2631,15600879,157780.93
2632,15681196,172170.36
2633,15716000,0
2634,15766776,0
2635,15680278,75361.44
2636,15688637,0
2637,15591179,0
2638,15677435,98263.46
2639,15698619,0
2640,15581036,109308.79
2641,15622117,0
2642,15599301,164365.44
2643,15581548,98800
2644,15586870,193125.85
2645,15735263,51522.75
2646,15765322,84284.48
2647,15582944,0
2648,15687162,119889.84
2649,15644962,137910.45
2650,15612615,0
2651,15813439,100116.82
2652,15604544,166082.15
2653,15761348,0
2654,15785078,0
2655,15759874,148595.55
2656,15643658,94078.97
2657,15713267,0
2658,15737782,0
2659,15815490,164948.98
2660,15679410,140549.4
2661,15756241,152509.25
2662,15688409,191864.51
2663,15742272,96418.09
2664,15717898,131945.94
2665,15769582,0
2666,15635660,142910.15
2667,15576723,0
2668,15591577,146311.58
2669,15582325,87894.26
2670,15693947,97445.49
2671,15760446,0
2672,15611105,0
2673,15630920,154485.74
2674,15574910,115625.07
2675,15756472,108396.67
2676,15682890,65095.41
2677,15641994,103018.45
2678,15733297,84764.79
2679,15767793,0
2680,15725698,115680.81
2681,15813532,0
2682,15576760,73088.06
2683,15732102,150905.03
2684,15739046,143054.85
2685,15631927,0
2686,15672115,0
2687,15618765,99948.45
2688,15679148,115451.05
2689,15728474,108235.91
2690,15636999,0
2691,15754261,98795.61
2692,15629150,0
2693,15736274,0
2694,15627697,0
2695,15721585,113146.98
2696,15639946,162532.14
2697,15792176,92053.44
2698,15699450,0
2699,15729954,0
2700,15600103,104944.1
2701,15786200,0
2702,15797010,0
2703,15670172,107879.04
2704,15627352,110356.42
2705,15622494,0
2706,15585835,109783.69
2707,15595071,149777
2708,15628203,104339.56
2709,15667190,85818.18
2710,15780212,212692.97
2711,15766869,89696.84
2712,15775741,0
2713,15628170,68067.24
2714,15701318,148564.66
2715,15710928,136354.16
2716,15682547,122214
2717,15631170,0
2718,15648702,119684.88
2719,15783444,135139.33
2720,15809178,146100.75
2721,15806688,123110.9
2722,15576824,111760.4
2723,15675422,110728.39
2724,15681550,121558.46
2725,15812628,120623.21
2726,15597951,114713.57
2727,15807045,103457.76
2728,15581748,101134.87
2729,15770420,78136.36
2730,15608230,0
2731,15730339,133446.34
2732,15712584,0
2733,15592816,108076.33
2734,15641480,131354.25
2735,15708505,62974.64
2736,15791131,143340.44
2737,15618225,116993.43
2738,15644724,58662.92
2739,15662098,128808.65
2740,15723894,137555.44
2741,15787699,142393.11
2742,15687738,0
2743,15576126,125785.23
2744,15658889,136444.25
2745,15667046,121527.4
2746,15669957,144696.75
2747,15655794,0
2748,15599829,0
2749,15753332,128140.17
2750,15671124,120383.41
2751,15767474,0
2752,15720671,129735.3
2753,15626787,185078.26
2754,15774491,0
2755,15579647,0
2756,15625522,0
2757,15765806,144591.96
2758,15566708,0
2759,15668347,0
2760,15575214,0
2761,15591123,100194.44
2762,15573280,145295.31
2763,15589018,106070.29
2764,15654495,120621.89
2765,15597265,0
2766,15733876,0
2767,15677217,0
2768,15747265,171283.91
2769,15713379,0
2770,15730433,128218.47
2771,15693347,0
2772,15715465,77776.39
2773,15680736,124978.19
2774,15610765,0
2775,15650034,0
2776,15782468,109799.55
2777,15685109,0
2778,15776233,125397.21
2779,15761141,0
2780,15781702,111347.37
2781,15790235,104291.41
2782,15641416,94867.18
2783,15775234,0
2784,15659475,135703.59
2785,15642202,106453.53
2786,15771417,132412.38
2787,15585100,124401.6
2788,15700487,118022.06
2789,15726589,82531.11
2790,15747503,184552.12
2791,15595883,127278.31
2792,15663826,0
2793,15742820,0
2794,15624793,184244.86
2795,15597930,59669.43
2796,15665110,79543.59
2797,15770719,151553.19
2798,15731327,166527.88
2799,15576044,150329.15
2800,15775662,121911.59
2801,15646817,156773.78
2802,15596060,127864.26
2803,15723299,113709.28
2804,15636982,79974.55
2805,15751175,0
2806,15618936,0
2807,15787529,0
2808,15780128,144427.96
2809,15615991,99263.09
2810,15757001,79368.87
2811,15595388,0
2812,15699550,0
2813,15581620,0
2814,15600934,125095.94
2815,15738672,162485.8
2816,15721307,95668.82
2817,15619280,0
2818,15768244,0
2819,15806837,0
2820,15643496,74197.38
2821,15813916,89688.94
2822,15626385,103121.33
2823,15603582,0
2824,15764351,120170.07
2825,15667938,149136.31
2826,15576360,141136.79
2827,15628813,152341.55
2828,15584190,120026.98
2829,15716449,132168.28
2830,15759913,85200.82
2831,15701555,84903.33
2832,15758482,0
2833,15758171,0
2834,15680346,0
2835,15649124,121535.18
2836,15812917,116662.96
2837,15768455,0
2838,15703059,124829.16
2839,15646196,155180.56
2840,15585451,108262.87
2841,15714057,0
2842,15748473,0
2843,15785782,0
2844,15693233,99812.88
2845,15757521,132164.26
2846,15812513,103583.05
2847,15674950,142406.43
2848,15678572,99842.5
2849,15713608,0
2850,15579262,0
2851,15610426,81042.42
2852,15776454,0
2853,15771483,0
2854,15648489,199689.49
2855,15646609,142645.43
2856,15693203,0
2857,15813067,110219.14
2858,15769829,0
2859,15662434,0
2860,15773503,0
2861,15705890,142072.02
2862,15711398,0
2863,15752375,149564.61
2864,15659175,0
2865,15597033,153366.13
2866,15590228,76467.16
2867,15631848,121508.28
2868,15654211,0
2869,15707968,73211.12
2870,15594084,0
2871,15651093,0
2872,15798824,92674.94
2873,15671591,96196.24
2874,15707189,114391.62
2875,15733581,80262.66
2876,15641640,173331.52
2877,15585284,147285.52
2878,15617866,119785.47
2879,15667751,140137.15
2880,15669411,107467.56
2881,15789425,98218.04
2882,15570943,133607.75
2883,15685829,0
2884,15721917,95139.41
2885,15776047,0
2886,15716024,0
2887,15675328,0
2888,15604314,97331.19
2889,15658339,139265.63
2890,15630402,0
2891,15689616,168094.01
2892,15774224,131563.88
2893,15701291,0
2894,15719606,0
2895,15644119,0
2896,15646859,107363.29
2897,15606836,94493.03
2898,15664150,170214.23
2899,15624510,139781.06
2900,15810944,0
2901,15668575,148610.41
2902,15603246,170241.7
2903,15804002,128306.83
2904,15728773,0
2905,15598044,0
2906,15694829,175454
2907,15600575,0
2908,15727311,100885.93
2909,15570769,93320.8
2910,15606274,63176.44
2911,15746139,139451.67
2912,15704987,49113.75
2913,15628972,123906.22
2914,15697686,0
2915,15733883,0
2916,15617482,131441.51
2917,15704583,0
2918,15621083,136325.48
2919,15649487,113150.44
2920,15736760,0
2921,15714658,0
2922,15599081,102785.16
2923,15705113,83264.28
2924,15631159,72252.64
2925,15792818,148051.52
2926,15633531,138489.66
2927,15744529,0
2928,15669656,111589.33
2929,15581198,122104.79
2930,15729054,96106.83
2931,15573452,115930.87
2932,15776733,124513.66
2933,15724858,0
2934,15713144,0
2935,15690188,0
2936,15689425,100988.39
2937,15671766,118577.24
2938,15782806,0
2939,15764419,0
2940,15591915,0
2941,15772798,0
2942,15792008,0
2943,15715541,113311.11
2944,15639277,0
2945,15798850,0
2946,15776348,124365.42
2947,15727696,147249.29
2948,15793813,103688.19
2949,15694395,138740.24
2950,15764195,111900.14
2951,15744919,152760.24
2952,15671655,143966.3
2953,15654901,141556.96
2954,15649136,0
2955,15775562,0
2956,15807481,0
2957,15642885,0
2958,15789109,0
2959,15814004,0
2960,15673619,162560.32
2961,15595135,123229.46
2962,15583681,76665.71
2963,15605000,140278.99
2964,15718071,0
2965,15679760,115764.32
2966,15654574,131142.53
2967,15577178,68375.27
2968,15595324,117833.3
2969,15756932,0
2970,15726358,0
2971,15595228,0
2972,15782530,111093.01
2973,15592877,132657.55
2974,15651983,128882.49
2975,15746737,69129.59
2976,15774179,0
2977,15667265,121404.64
2978,15655123,131355.3
2979,15595917,102097.33
2980,15668385,154863.15
2981,15709476,99945.93
2982,15711218,121704.32
2983,15798659,0
2984,15663939,138782.76
2985,15694946,0
2986,15631912,136291.71
2987,15768816,107856.57
2988,15682268,108348.66
2989,15684801,93871.95
2990,15636428,0
2991,15809823,125860.2
2992,15699284,172713.44
2993,15786993,0
2994,15709441,0
2995,15710257,130786.92
2996,15582492,112367.34
2997,15575694,91091.06
2998,15756820,106198.5
2999,15766289,142669.93
3000,15593014,112833.35
3001,15584545,0
3002,15675949,0
3003,15672091,104336.43
3004,15801658,104305.74
3005,15706185,140187.1
3006,15789863,0
3007,15720943,114959.12
3008,15697997,164704.38
3009,15665416,119096.55
3010,15660200,0
3011,15619653,0
3012,15773447,0
3013,15739160,115465.28
3014,15689237,0
3015,15679297,184926.61
3016,15591433,85957.88
3017,15642725,114084.6
3018,15701962,166930.76
3019,15811613,0
3020,15741049,0
3021,15724423,107193.82
3022,15574305,116275.12
3023,15678168,0
3024,15697020,91068.56
3025,15610801,123049.21
3026,15745232,0
3027,15722758,0
3028,15792102,137781.65
3029,15675185,108128.96
3030,15801247,105317.73
3031,15725660,80569.73
3032,15638963,174852.89
3033,15800061,89158.94
3034,15578006,0
3035,15668504,89800.14
3036,15687491,101207.75
3037,15610403,106086.42
3038,15741094,0
3039,15807909,0
3040,15666141,101440.36
3041,15617134,0
3042,15783029,106603.74
3043,15622833,130420.2
3044,15746422,0
3045,15750839,45022.23
3046,15749130,74298.43
3047,15779862,133003.03
3048,15767871,0
3049,15679651,136689.66
3050,15576219,0
3051,15699247,0
3052,15619087,102520.37
3053,15605327,0
3054,15610140,0
3055,15791174,88382.01
3056,15602373,115049.15
3057,15762605,104796.54
3058,15598840,123082.08
3059,15744279,0
3060,15670619,0
3061,15599533,0
3062,15757837,88311.48
3063,15697574,0
3064,15578738,71872.19
3065,15762228,110046.93
3066,15614827,104430.08
3067,15789815,0
3068,15579781,138653.51
3069,15587013,102575.04
3070,15570932,137780.74
3071,15794661,0
3072,15581654,0
3073,15644296,105209.54
3074,15614420,109570.21
3075,15609653,118715.86
3076,15594577,0
3077,15584114,153393.18
3078,15673367,132603.36
3079,15685576,0
3080,15774727,129398.01
3081,15694288,0
3082,15603319,151352.74
3083,15759066,136836.49
3084,15814816,91592.06
3085,15724402,0
3086,15571059,0
3087,15674206,0
3088,15715160,165536.28
3089,15730448,62482.95
3090,15662067,68155.59
3091,15779581,55853.33
3092,15662901,0
3093,15689751,79589.43
3094,15667742,100880.76
3095,15738448,174330.35
3096,15680243,143390.51
3097,15745083,91415.76
3098,15708228,134366.42
3099,15628523,0
3100,15708196,88786.81
3101,15735549,96814.46
3102,15809347,160680.41
3103,15660866,0
3104,15766609,0
3105,15654230,145537.21
3106,15794566,0
3107,15800890,0
3108,15697424,119370.11
3109,15724536,0
3110,15735878,134381.52
3111,15707596,114888.74
3112,15657163,149332.48
3113,15622478,105061.74
3114,15779529,0
3115,15636023,0
3116,15582066,0
3117,15666675,155062.8
3118,15732987,88798.34
3119,15789432,0
3120,15663161,143139.87
3121,15694879,0
3122,15593715,107027.52
3123,15575002,140720.93
3124,15622171,80964.57
3125,15795224,178585.46
3126,15685346,135889.13
3127,15691808,134919.85
3128,15721007,115130.34
3129,15794253,138190.13
3130,15694453,131519.49
3131,15813113,0
3132,15614187,126935.98
3133,15619407,133707.09
3134,15646227,97893.2
3135,15660541,127900.03
3136,15753874,143835.47
3137,15617877,0
3138,15772073,0
3139,15701537,0
3140,15736228,129596.77
3141,15780572,0
3142,15769596,110407.44
3143,15586996,0
3144,15722061,142015.76
3145,15638003,81370.07
3146,15775590,69329.47
3147,15730688,116755.5
3148,15753102,83870.33
3149,15810075,130694.89
3150,15723373,117451.47
3151,15795298,206868.78
3152,15584320,111695.62
3153,15724161,137285.26
3154,15750056,149218.39
3155,15609637,0
3156,15794493,0
3157,15569641,130701.29
3158,15815236,0
3159,15811177,167949.48
3160,15680587,131254.81
3161,15672821,0
3162,15767681,0
3163,15600379,86656.13
3164,15801336,114737.26
3165,15721592,0
3166,15581282,0
3167,15746203,119817.33
3168,15583137,130806.99
3169,15680752,0
3170,15688172,0
3171,15791373,80931.75
3172,15589449,0
3173,15692819,132178.67
3174,15727467,0
3175,15734312,0
3176,15764604,164769.02
3177,15613014,107233.85
3178,15759684,176227.07
3179,15609669,109949.39
3180,15685536,0
3181,15750447,117738.81
3182,15663249,133292.45
3183,15638646,160474.59
3184,15734161,0
3185,15631070,154393.43
3186,15761950,110827.49
3187,15649668,145750.45
3188,15713912,109044.3
3189,15586757,75170.54
3190,15596522,0
3191,15625395,105795.9
3192,15760570,0
3193,15566689,0
3194,15725794,0
3195,15673539,118097.87
3196,15705298,172693.54
3197,15675791,129440.3
3198,15747043,0
3199,15736397,96471.2
3200,15678201,0
3201,15720745,140197.18
3202,15637593,0
3203,15598070,135946.26
3204,15787550,0
3205,15603942,81290.02
3206,15733973,0
3207,15596761,113715.36
3208,15652400,168883.08
3209,15717893,143421.74
3210,15622585,153644.39
3211,15733964,109330.06
3212,15753861,115095.88
3213,15747097,0
3214,15594762,183276.32
3215,15667417,68193.72
3216,15684861,0
3217,15742204,139729.54
3218,15623502,98365.33
3219,15774872,0
3220,15611191,122453.97
3221,15674331,132174.41
3222,15619465,0
3223,15575247,0
3224,15695679,104349.45
3225,15713463,138881.04
3226,15785170,116968.91
3227,15796351,105346.03
3228,15639576,136623.19
3229,15693264,0
3230,15589715,0
3231,15769902,0
3232,15587177,124445.52
3233,15814553,68999.66
3234,15601550,85768.42
3235,15664907,0
3236,15612465,100628
3237,15810800,0
3238,15665760,0
3239,15588080,0
3240,15776844,0
3241,15717560,125647.36
3242,15629739,100375.39
3243,15729908,0
3244,15716781,171922.72
3245,15646936,146810.99
3246,15768151,109032.23
3247,15579212,0
3248,15721835,0
3249,15800515,128653.59
3250,15591279,80387.81
3251,15587419,0
3252,15750335,108508.82
3253,15699619,155978.17
3254,15606472,0
3255,15778368,121175.56
3256,15671387,89349.47
3257,15573926,86131.71
3258,15709183,102346.86
3259,15577514,121263.62
3260,15778830,0
3261,15768072,0
3262,15768293,0
3263,15654456,149726.08
3264,15807525,0
3265,15574372,161274.05
3266,15671249,0
3267,15779744,103138.17
3268,15624755,109628.44
3269,15611430,0
3270,15774744,97286.16
3271,15629885,118004.26
3272,15708791,85534.83
3273,15793890,0
3274,15646091,95140.44
3275,15596984,0
3276,15800215,0
3277,15577806,75900.84
3278,15749381,126619.27
3279,15683758,111833.47
3280,15670615,0
3281,15715622,238387.56
3282,15707634,108698.96
3283,15806901,112687.69
3284,15775335,81556.89
3285,15724150,136596.85
3286,15627220,98807.45
3287,15672330,0
3288,15668521,0
3289,15807837,107499.7
3290,15592570,0
3291,15748589,0
3292,15635893,0
3293,15757632,176024.05
3294,15691863,0
3295,15706071,127631.62
3296,15654296,0
3297,15755018,109819.16
3298,15594041,138734.94
3299,15670587,111363.1
3300,15724527,0
3301,15801904,143988
3302,15658195,118838.75
3303,15630113,161637.75
3304,15784320,133793.89
3305,15676513,71553.83
3306,15574072,0
3307,15633854,0
3308,15618566,0
3309,15733014,64667.95
3310,15753343,121164.11
3311,15746076,0
3312,15608226,98903.06
3313,15605684,104158.84
3314,15638988,0
3315,15628767,139529.93
3316,15737977,0
3317,15758116,64646.7
3318,15575119,0
3319,15625126,0
3320,15567114,118894.22
3321,15672242,0
3322,15681327,0
3323,15802585,68213.99
3324,15740630,0
3325,15815420,139196
3326,15711468,0
3327,15799626,126345.55
3328,15659325,0
3329,15651352,0
3330,15684925,0
3331,15657439,0
3332,15574122,129278.43
3333,15720508,119558.35
3334,15599078,92467.58
3335,15702300,0
3336,15660735,0
3337,15671390,0
3338,15647385,99340.83
3339,15739223,0
3340,15631305,126833.79
3341,15809263,109676.52
3342,15640866,0
3343,15775663,134729.99
3344,15631800,98431.37
3345,15654292,130368.31
3346,15648320,123974.96
3347,15726747,138082.16
3348,15694510,129855.32
3349,15572291,132308.22
3350,15603465,155447.65
3351,15685628,124268.64
3352,15792729,176311.36
3353,15767414,99886.42
3354,15568044,0
3355,15751333,0
3356,15623062,85089.3
3357,15713621,134318.21
3358,15670668,75395.53
3359,15750638,116765.7
3360,15747878,0
3361,15726796,111501.66
3362,15754952,76595.08
3363,15652192,160541.36
3364,15681924,129728.6
3365,15763544,0
3366,15764431,130929.02
3367,15684010,116800.25
3368,15648881,101016.53
3369,15733303,0
3370,15643294,190566.65
3371,15749905,0
3372,15625175,97067.69
3373,15643967,92208.54
3374,15578251,186347.97
3375,15772573,103176.62
3376,15733234,0
3377,15721582,77270.08
3378,15628219,111911.63
3379,15571302,94216.05
3380,15637178,0
3381,15601184,0
3382,15629511,106770.82
3383,15570629,138089.97
3384,15665766,133191.19
3385,15693732,0
3386,15765982,74135.85
3387,15582016,99208.46
3388,15798024,92242.34
3389,15588622,108380.72
3390,15724863,91893.32
3391,15618213,85757.93
3392,15780411,0
3393,15725429,96759.42
3394,15600626,0
3395,15668460,0
3396,15576263,0
3397,15720354,0
3398,15691624,132150.26
3399,15793196,0
3400,15633352,175443.75
3401,15750874,78990.15
3402,15588923,113743.37
3403,15715745,157624.84
3404,15611800,125163.62
3405,15576928,0
3406,15793693,0
3407,15581252,80922.75
3408,15797760,193354.86
3409,15790564,107648.94
3410,15593736,131769.04
3411,15595937,138992.48
3412,15815628,113899.92
3413,15782802,114450.32
3414,15627412,0
3415,15734609,0
3416,15710689,63609.92
3417,15565806,0
3418,15815530,75497.51
3419,15632272,0
3420,15684103,0
3421,15654519,0
3422,15767722,117704.73
3423,15654346,130463.55
3424,15660147,46161.18
3425,15814998,0
3426,15802207,110182.54
3427,15658668,0
3428,15715079,117221.15
3429,15570360,0
3430,15674678,79120.27
3431,15780925,177069.24
3432,15688193,61636.97
3433,15778219,0
3434,15696514,104414.03
3435,15712303,159732.02
3436,15719090,89437.03
3437,15735632,0
3438,15619436,0
3439,15722404,0
3440,15662063,142400.77
3441,15745605,88011.4
3442,15636658,0
3443,15784130,154870.28
3444,15606755,0
3445,15801699,0
3446,15784097,118402.25
3447,15764654,87374.88
3448,15612092,105397.8
3449,15610903,125341.69
3450,15705777,129164.88
3451,15661936,141004.46
3452,15700864,0
3453,15722965,89079.41
3454,15737521,103604.31
3455,15814465,182705.05
3456,15580988,0
3457,15789974,94598.48
3458,15713370,188241.05
3459,15748673,0
3460,15754919,0
3461,15641662,117469.91
3462,15813422,80790.74
3463,15713596,107735.93
3464,15791216,133379.41
3465,15689031,168066.87
3466,15763704,69014.49
3467,15631339,0
3468,15771509,98548.62
3469,15769586,0
3470,15656096,76554.06
3471,15585280,0
3472,15743582,107375.82
3473,15761692,122417.17
3474,15627840,0
3475,15778861,97188.62
3476,15770554,61297.05
3477,15806956,112666.67
3478,15701908,0
3479,15736990,157842.07
3480,15743714,91443.75
3481,15807993,110148.49
3482,15644686,53299.96
3483,15677377,0
3484,15626412,0
3485,15643679,70233.74
3486,15728456,0
3487,15630661,75212.28
3488,15734044,41299.03
3489,15705001,83286.56
3490,15809817,0
3491,15809137,0
3492,15751593,85668.59
3493,15626491,57327.04
3494,15765461,0
3495,15568120,69609.85
3496,15787161,129269.27
3497,15812324,0
3498,15588944,165350.61
3499,15694253,152105.57
3500,15759566,0
3501,15675675,106290.64
3502,15802060,100548.67
3503,15660505,106344.95
3504,15782630,137482.19
3505,15700710,116465.53
3506,15742834,0
3507,15806511,0
3508,15608166,127637.92
3509,15614230,0
3510,15729958,0
3511,15800814,81951.74
3512,15674727,147531.82
3513,15657779,0
3514,15801395,135120.72
3515,15757911,0
3516,15665340,0
3517,15787151,0
3518,15757821,0
3519,15600688,0
3520,15594878,28082.95
3521,15569248,0
3522,15812706,111087.5
3523,15645045,0
3524,15766746,127120.07
3525,15700383,115651.6
3526,15632551,77743.01
3527,15795129,0
3528,15650545,71996.09
3529,15612769,61581.97
3530,15710853,0
3531,15623712,0
3532,15653251,87873.39
3533,15755077,105617.73
3534,15808557,0
3535,15614687,148770.61
3536,15626882,94901.09
3537,15748034,174851.9
3538,15632324,0
3539,15761023,120847.11
3540,15761453,0
3541,15646726,0
3542,15637169,103267.8
3543,15636024,109699.08
3544,15801218,135133.39
3545,15642655,0
3546,15690130,137649.47
3547,15653753,113567.94
3548,15641359,0
3549,15776827,141547.26
3550,15647725,62055.17
3551,15648455,131156.76
3552,15580629,134837.58
3553,15730161,0
3554,15626612,104784.23
3555,15662865,0
3556,15629094,156948.41
3557,15651823,147751.75
3558,15594827,124619.33
3559,15786392,124182.21
3560,15727353,142028.36
3561,15733777,0
3562,15614302,125837.86
3563,15723263,117160.32
3564,15687270,0
3565,15803121,97565.74
3566,15598700,0
3567,15741875,104833.79
3568,15631709,101675.22
3569,15672970,0
3570,15761670,0
3571,15706005,174701.05
3572,15790336,71142.77
